Row,u,h_1_u_1,h_2_u_2,h_3_u_3,h_4_u_4
h_2_u_2,0,0,-1,0,0
C_1_u_i_-1,0.916666666666667,-0.916666666666667,0.458333333333333,-0.152777777777778,0.0381944444444444
C_2_u_i_0,-1.66666666666667,-0,-0,-0,-0
C_3_u_i_1,0.5,0.5,0.25,0.0833333333333333,0.0208333333333333
C_4_u_i_2,0.333333333333333,0.666666666666667,0.666666666666667,0.444444444444444,0.222222222222222
C_5_u_i_3,-0.0833333333333333,-0.25,-0.375,-0.375,-0.28125
